,departure_airport_id,destination_airport_id,airline_id,distance
0,AER,KZN,2B,1506
1,ASF,KZN,2B,1040
2,ASF,MRV,2B,448
3,CEK,KZN,2B,770
4,DME,KZN,2B,715
5,DME,NBC,2B,892
6,DME,TGK,2B,915
7,DME,UUA,2B,951
8,EGO,KGD,2B,1171
9,EGO,KZN,2B,1008
10,KGD,EGO,2B,1171
11,KZN,AER,2B,1506
12,KZN,ASF,2B,1040
13,KZN,CEK,2B,770
14,KZN,DME,2B,715
15,KZN,EGO,2B,1008
16,KZN,LED,2B,1216
17,LED,KZN,2B,1216
18,LED,NBC,2B,1372
19,LED,UUA,2B,1464
20,MRV,ASF,2B,448
21,NBC,DME,2B,892
22,NBC,LED,2B,1372
23,TGK,DME,2B,915
24,UUA,DME,2B,951
25,UUA,LED,2B,1464
26,BDS,ZRH,2L,1064
27,BOD,ZRH,2L,770
28,BRS,ZRH,2L,922
29,GVA,LPA,2L,2771
30,LPA,ZRH,2L,3001
31,TFS,GVA,2L,2832
32,ZRH,BDS,2L,1064
33,ZRH,BOD,2L,770
34,ZRH,BRS,2L,922
35,ZRH,LPA,2L,3001
36,AJR,LYC,2N,118
37,ARN,GEV,2N,843
38,ARN,HAD,2N,444
39,ARN,JKG,2N,306
40,ARN,KRF,2N,377
41,ARN,KSD,2N,259
42,ARN,LYC,2N,546
43,ARN,MHQ,2N,122
44,ARN,OER,2N,421
45,ARN,POR,2N,292
46,ARN,TRF,2N,436
47,ARN,VBY,2N,222
48,ARN,VHM,2N,550
49,ARN,VXO,2N,355
50,GEV,ARN,2N,843
51,GEV,KRF,2N,475
52,HAD,ARN,2N,444
53,HAD,JKG,2N,140
54,HAD,VXO,2N,119
55,HMV,VHM,2N,159
56,JKG,ARN,2N,306
57,JKG,HAD,2N,140
58,KOK,POR,2N,260
59,KRF,ARN,2N,377
60,KRF,GEV,2N,475
61,KSD,ARN,2N,259
62,LYC,AJR,2N,118
63,LYC,ARN,2N,546
64,MHQ,ARN,2N,122
65,MHQ,TKU,2N,137
66,OER,ARN,2N,421
67,OSL,VXO,2N,419
68,POR,ARN,2N,292
69,POR,KOK,2N,260
70,TKU,MHQ,2N,137
71,TRF,ARN,2N,436
72,VBY,ARN,2N,222
73,VHM,ARN,2N,550
74,VHM,HMV,2N,159
75,VXO,ARN,2N,355
76,VXO,OSL,2N,419
77,ACH,EBA,3L,528
78,DRS,ZRH,3L,556
79,DUS,FDH,3L,448
80,EBA,ACH,3L,528
81,EBA,FDH,3L,549
82,EBA,MUC,3L,633
83,EBA,ZRH,3L,539
84,FDH,DUS,3L,448
85,FDH,EBA,3L,549
86,FDH,HAM,3L,663
87,FDH,OLB,3L,753
88,FDH,TXL,3L,606
89,FDH,ZAD,3L,600
90,FMM,NAP,3L,852
91,GRZ,ZRH,3L,522
92,HAM,FDH,3L,663
93,MUC,EBA,3L,633
94,NAP,FMM,3L,852
95,OLB,FDH,3L,753
96,SZG,ZRH,3L,335
97,TXL,FDH,3L,606
98,ZAD,FDH,3L,600
99,ZRH,DRS,3L,556
100,ZRH,EBA,3L,539
101,ZRH,GRZ,3L,522
102,ZRH,SZG,3L,335
103,ASF,DME,3R,1235
104,ASF,LED,3R,1902
105,DME,ASF,3R,1235
106,DME,EGO,3R,537
107,DME,TIV,3R,2001
108,EGO,DME,3R,537
109,LED,ASF,3R,1902
110,TIV,DME,3R,2001
111,EYK,VKO,4G,1859
112,UCT,VKO,4G,1279
113,VKO,EYK,4G,1859
114,VKO,UCT,4G,1279
115,PRN,ZRH,4T,1120
116,SKP,ZRH,4T,1198
117,ZRH,PRN,4T,1120
118,ZRH,SKP,4T,1198
119,AGP,STR,4U,1738
120,AGP,TXL,4U,2245
121,AMS,HAM,4U,379
122,AOI,DUS,4U,985
123,AOI,TXL,4U,994
124,ARN,CGN,4U,1188
125,ARN,DUS,4U,1162
126,ARN,HAM,4U,825
127,ATH,CGN,4U,1952
128,ATH,STR,4U,1682
129,BCN,CGN,4U,1132
130,BCN,DUS,4U,1167
131,BCN,HAJ,4U,1367
132,BCN,HAM,4U,1492
133,BCN,STR,4U,994
134,BDS,STR,4U,1127
135,BEG,STR,4U,946
136,BGO,HAM,4U,794
137,BHX,HAM,4U,794
138,BHX,TXL,4U,1015
139,BIA,CGN,4U,941
140,BIA,DUS,4U,992
141,BIA,HAM,4U,1232
142,BIA,STR,4U,682
143,BIA,TXL,4U,1148
144,BIO,DUS,4U,1147
145,BIO,STR,4U,1110
146,BLQ,CGN,4U,768
147,BLQ,TXL,4U,904
148,BRE,STR,4U,485
149,BRI,CGN,4U,1309
150,BRI,DUS,4U,1363
151,BRI,STR,4U,1027
152,BRU,STR,4U,419
153,BSL,DUS,4U,415
154,BUD,CGN,4U,959
155,BUD,HAM,4U,949
156,BUD,STR,4U,758
157,CAG,CGN,4U,1300
158,CAG,DUS,4U,1350
159,CAG,STR,4U,1049
160,CDG,HAM,4U,727
161,CFU,CGN,4U,1597
162,CFU,DRS,4U,1367
163,CFU,STR,4U,1319
164,CGN,ARN,4U,1188
165,CGN,ATH,4U,1952
166,CGN,BCN,4U,1132
167,CGN,BIA,4U,941
168,CGN,BLQ,4U,768
169,CGN,BRI,4U,1309
170,CGN,BUD,4U,959
171,CGN,CAG,4U,1300
172,CGN,CFU,4U,1597
173,CGN,CLY,4U,935
174,CGN,CTA,4U,1616
175,CGN,DBV,4U,1251
176,CGN,DRS,4U,464
177,CGN,DUB,4U,956
178,CGN,EDI,4U,895
179,CGN,FAO,4U,1950
180,CGN,FCO,4U,1080
181,CGN,FDH,4U,394
182,CGN,HAM,4U,363
183,CGN,HDF,4U,581
184,CGN,HER,4U,2251
185,CGN,IBZ,4U,1407
186,CGN,JMK,4U,2072
187,CGN,JTR,4U,2171
188,CGN,KGS,4U,2224
189,CGN,KLU,4U,705
190,CGN,KVA,4U,1740
191,CGN,LEJ,4U,360
192,CGN,LHR,4U,534
193,CGN,LIS,4U,1850
194,CGN,LPA,4U,3174
195,CGN,MAN,4U,699
196,CGN,MXP,4U,593
197,CGN,NAP,4U,1238
198,CGN,NCE,4U,801
199,CGN,OLB,4U,1123
200,CGN,PMI,4U,1303
201,CGN,PMO,4U,1486
202,CGN,PRG,4U,510
203,CGN,PSA,4U,835
204,CGN,PUY,4U,833
205,CGN,RHO,4U,2314
206,CGN,RJK,4U,835
207,CGN,RLG,4U,486
208,CGN,SJJ,4U,1148
209,CGN,SKG,4U,1677
210,CGN,SPU,4U,1067
211,CGN,STN,4U,492
212,CGN,SUF,4U,1508
213,CGN,SZG,4U,544
214,CGN,TXL,4U,463
215,CGN,VCE,4U,709
216,CGN,VIE,4U,745
217,CGN,VRN,4U,668
218,CGN,WAW,4U,965
219,CGN,XRY,4U,1887
220,CGN,ZAD,4U,970
221,CGN,ZAG,4U,870
222,CGN,ZRH,4U,391
223,CLY,CGN,4U,935
224,CTA,CGN,4U,1616
225,CTA,DUS,4U,1670
226,CTA,HAJ,4U,1718
227,CTA,HAM,4U,1839
228,CTA,STR,4U,1334
229,CTA,TXL,4U,1683
230,CWL,DUS,4U,701
231,DBV,CGN,4U,1251
232,DBV,DUS,4U,1302
233,DBV,HAJ,4U,1273
234,DBV,HAM,4U,1373
235,DBV,STR,4U,978
236,DBV,TXL,4U,1172
237,DRS,CFU,4U,1367
238,DRS,CGN,4U,464
239,DRS,DUS,4U,487
240,DRS,STR,4U,423
241,DTM,HDF,4U,512
242,DTM,MUC,4U,461
243,DTM,PMI,4U,1382
244,DTM,SPU,4U,1099
245,DUB,CGN,4U,956
246,DUB,DUS,4U,915
247,DUS,AOI,4U,985
248,DUS,ARN,4U,1162
249,DUS,BCN,4U,1167
250,DUS,BIA,4U,992
251,DUS,BIO,4U,1147
252,DUS,BRI,4U,1363
253,DUS,BSL,4U,415
254,DUS,CAG,4U,1350
255,DUS,CTA,4U,1670
256,DUS,CWL,4U,701
257,DUS,DBV,4U,1302
258,DUS,DRS,4U,487
259,DUS,DUB,4U,915
260,DUS,GVA,4U,563
261,DUS,HDF,4U,575
262,DUS,HER,4U,2302
263,DUS,IBZ,4U,1443
264,DUS,KTW,4U,867
265,DUS,LEJ,4U,380
266,DUS,LYS,4U,630
267,DUS,MAD,4U,1441
268,DUS,MPL,4U,883
269,DUS,MXP,4U,645
270,DUS,NQY,4U,829
271,DUS,NUE,4U,364
272,DUS,OLB,4U,1174
273,DUS,PMI,4U,1341
274,DUS,POZ,4U,701
275,DUS,PRG,4U,543
276,DUS,PRN,4U,1449
277,DUS,SKG,4U,1726
278,DUS,SPU,4U,1119
279,DUS,SUF,4U,1562
280,DUS,TRN,4U,680
281,DUS,VCE,4U,763
282,DUS,WAW,4U,981
283,DUS,WRO,4U,704
284,DUS,ZAD,4U,1023
285,EDI,CGN,4U,895
286,FAO,CGN,4U,1950
287,FAO,HAM,4U,2306
288,FAO,STR,4U,1901
289,FCO,CGN,4U,1080
290,FCO,HAJ,4U,1200
291,FCO,HAM,4U,1326
292,FCO,STR,4U,801
293,FCO,TXL,4U,1198
294,FDH,CGN,4U,394
295,FKB,HAM,4U,555
296,FMM,HAM,4U,627
297,FMM,TXL,4U,552
298,FRA,HDF,4U,573
299,GVA,DUS,4U,563
300,GVA,HAM,4U,867
301,HAJ,BCN,4U,1367
302,HAJ,CTA,4U,1718
303,HAJ,DBV,4U,1273
304,HAJ,FCO,4U,1200
305,HAJ,HER,4U,2262
306,HAJ,MXP,4U,762
307,HAJ,NAP,4U,1333
308,HAJ,PMI,4U,1530
309,HAJ,PRN,4U,1387
310,HAJ,SKG,4U,1667
311,HAJ,SPU,4U,1106
312,HAJ,STN,4U,647
313,HAJ,STR,4U,420
314,HAJ,SUF,4U,1589
315,HAJ,VCE,4U,797
316,HAJ,VIE,4U,687
317,HAM,AMS,4U,379
318,HAM,ARN,4U,825
319,HAM,BCN,4U,1492
320,HAM,BGO,4U,794
321,HAM,BHX,4U,794
322,HAM,BIA,4U,1232
323,HAM,BUD,4U,949
324,HAM,CDG,4U,727
325,HAM,CGN,4U,363
326,HAM,CTA,4U,1839
327,HAM,DBV,4U,1373
328,HAM,FAO,4U,2306
329,HAM,FCO,4U,1326
330,HAM,FKB,4U,555
331,HAM,FMM,4U,627
332,HAM,GVA,4U,867
333,HAM,HER,4U,2352
334,HAM,KLU,4U,836
335,HAM,LHR,4U,745
336,HAM,MAD,4U,1780
337,HAM,MAN,4U,810
338,HAM,MXP,4U,894
339,HAM,NAP,4U,1453
340,HAM,NCE,4U,1127
341,HAM,NUE,4U,465
342,HAM,OLB,4U,1416
343,HAM,OSL,4U,732
344,HAM,PMI,4U,1658
345,HAM,PRG,4U,489
346,HAM,PRN,4U,1474
347,HAM,RJK,4U,991
348,HAM,SKG,4U,1752
349,HAM,SPU,4U,1213
350,HAM,STR,4U,551
351,HAM,TLS,4U,1277
352,HAM,VCE,4U,919
353,HAM,VIE,4U,767
354,HAM,VRN,4U,917
355,HAM,ZRH,4U,693
356,HDF,CGN,4U,581
357,HDF,DTM,4U,512
358,HDF,DUS,4U,575
359,HDF,FRA,4U,573
360,HDF,STR,4U,670
361,HEL,TXL,4U,1118
362,HER,CGN,4U,2251
363,HER,DUS,4U,2302
364,HER,HAJ,4U,2262
365,HER,HAM,4U,2352
366,HER,STR,4U,1977
367,HER,TXL,4U,2131
368,IBZ,CGN,4U,1407
369,IBZ,DUS,4U,1443
370,IBZ,STR,4U,1258
371,IBZ,TXL,4U,1775
372,JMK,CGN,4U,2072
373,JTR,CGN,4U,2171
374,KGS,CGN,4U,2224
375,KLU,CGN,4U,705
376,KLU,HAM,4U,836
377,KLU,TXL,4U,662
378,KRK,STR,4U,779
379,KTW,DUS,4U,867
380,KVA,CGN,4U,1740
381,KVA,STR,4U,1486
382,LEJ,CGN,4U,360
383,LEJ,DUS,4U,380
384,LEJ,STR,4U,372
385,LHR,CGN,4U,534
386,LHR,HAM,4U,745
387,LHR,STR,4U,756
388,LHR,TXL,4U,947
389,LIN,TXL,4U,843
390,LIS,CGN,4U,1850
391,LIS,STR,4U,1833
392,LPA,CGN,4U,3174
393,LYS,DUS,4U,630
394,MAD,DUS,4U,1441
395,MAD,HAM,4U,1780
396,MAN,CGN,4U,699
397,MAN,HAM,4U,810
398,MPL,DUS,4U,883
399,MUC,DTM,4U,461
400,MXP,CGN,4U,593
401,MXP,DUS,4U,645
402,MXP,HAJ,4U,762
403,MXP,HAM,4U,894
404,MXP,STR,4U,342
405,NAP,CGN,4U,1238
406,NAP,HAJ,4U,1333
407,NAP,HAM,4U,1453
408,NAP,STR,4U,954
409,NCE,CGN,4U,801
410,NCE,HAM,4U,1127
411,NCE,TXL,4U,1086
412,NQY,DUS,4U,829
413,NUE,DUS,4U,364
414,NUE,HAM,4U,465
415,NUE,TXL,4U,373
416,OLB,CGN,4U,1123
417,OLB,DUS,4U,1174
418,OLB,HAM,4U,1416
419,OLB,STR,4U,866
420,OSL,HAM,4U,732
421,PMI,CGN,4U,1303
422,PMI,DTM,4U,1382
423,PMI,DUS,4U,1341
424,PMI,HAJ,4U,1530
425,PMI,HAM,4U,1658
426,PMI,STR,4U,1139
427,PMI,TXL,4U,1655
428,PMO,CGN,4U,1486
429,POZ,DUS,4U,701
430,PRG,CGN,4U,510
431,PRG,DUS,4U,543
432,PRG,HAM,4U,489
433,PRN,DUS,4U,1449
434,PRN,HAJ,4U,1387
435,PRN,HAM,4U,1474
436,PRN,STR,4U,1140
437,PRN,TXL,4U,1251
438,PSA,CGN,4U,835
439,PUY,CGN,4U,833
440,RHO,CGN,4U,2314
441,RJK,CGN,4U,835
442,RJK,HAM,4U,991
443,RJK,STR,4U,560
444,RLG,CGN,4U,486
445,RLG,STR,4U,618
446,SJJ,CGN,4U,1148
447,SJJ,STR,4U,883
448,SJJ,TXL,4U,1040
449,SKG,CGN,4U,1677
450,SKG,DUS,4U,1726
451,SKG,HAJ,4U,1667
452,SKG,HAM,4U,1752
453,SKG,STR,4U,1414
454,SPU,CGN,4U,1067
455,SPU,DTM,4U,1099
456,SPU,DUS,4U,1119
457,SPU,HAJ,4U,1106
458,SPU,HAM,4U,1213
459,SPU,STR,4U,790
460,SPU,TXL,4U,1027
461,STN,CGN,4U,492
462,STN,HAJ,4U,647
463,STN,STR,4U,729
464,STR,AGP,4U,1738
465,STR,ATH,4U,1682
466,STR,BCN,4U,994
467,STR,BDS,4U,1127
468,STR,BEG,4U,946
469,STR,BIA,4U,682
470,STR,BIO,4U,1110
471,STR,BRE,4U,485
472,STR,BRI,4U,1027
473,STR,BRU,4U,419
474,STR,BUD,4U,758
475,STR,CAG,4U,1049
476,STR,CFU,4U,1319
477,STR,CTA,4U,1334
478,STR,DBV,4U,978
479,STR,DRS,4U,423
480,STR,FAO,4U,1901
481,STR,FCO,4U,801
482,STR,HAJ,4U,420
483,STR,HAM,4U,551
484,STR,HDF,4U,670
485,STR,HER,4U,1977
486,STR,IBZ,4U,1258
487,STR,KRK,4U,779
488,STR,KVA,4U,1486
489,STR,LEJ,4U,372
490,STR,LHR,4U,756
491,STR,LIS,4U,1833
492,STR,MXP,4U,342
493,STR,NAP,4U,954
494,STR,OLB,4U,866
495,STR,PMI,4U,1139
496,STR,PRN,4U,1140
497,STR,RJK,4U,560
498,STR,RLG,4U,618
499,STR,SJJ,4U,883
500,STR,SKG,4U,1414
501,STR,SPU,4U,790
502,STR,STN,4U,729
503,STR,SUF,4U,1223
504,STR,TXL,4U,516
505,STR,VIE,4U,546
506,STR,ZAD,4U,692
507,STR,ZAG,4U,611
508,SUF,CGN,4U,1508
509,SUF,DUS,4U,1562
510,SUF,HAJ,4U,1589
511,SUF,STR,4U,1223
512,SZG,CGN,4U,544
513,TLS,HAM,4U,1277
514,TRN,DUS,4U,680
515,TXL,AGP,4U,2245
516,TXL,AOI,4U,994
517,TXL,BHX,4U,1015
518,TXL,BIA,4U,1148
519,TXL,BLQ,4U,904
520,TXL,CGN,4U,463
521,TXL,CTA,4U,1683
522,TXL,DBV,4U,1172
523,TXL,FCO,4U,1198
524,TXL,FMM,4U,552
525,TXL,HEL,4U,1118
526,TXL,HER,4U,2131
527,TXL,IBZ,4U,1775
528,TXL,KLU,4U,662
529,TXL,LHR,4U,947
530,TXL,LIN,4U,843
531,TXL,NCE,4U,1086
532,TXL,NUE,4U,373
533,TXL,PMI,4U,1655
534,TXL,PRN,4U,1251
535,TXL,SJJ,4U,1040
536,TXL,SPU,4U,1027
537,TXL,STR,4U,516
538,TXL,VIE,4U,546
539,TXL,VRN,4U,815
540,TXL,ZAD,4U,951
541,VCE,CGN,4U,709
542,VCE,DUS,4U,763
543,VCE,HAJ,4U,797
544,VCE,HAM,4U,919
545,VIE,CGN,4U,745
546,VIE,HAJ,4U,687
547,VIE,HAM,4U,767
548,VIE,STR,4U,546
549,VIE,TXL,4U,546
550,VRN,CGN,4U,668
551,VRN,HAM,4U,917
552,VRN,TXL,4U,815
553,WAW,CGN,4U,965
554,WAW,DUS,4U,981
555,WRO,DUS,4U,704
556,XRY,CGN,4U,1887
557,ZAD,CGN,4U,970
558,ZAD,DUS,4U,1023
559,ZAD,STR,4U,692
560,ZAD,TXL,4U,951
561,ZAG,CGN,4U,870
562,ZAG,STR,4U,611
563,ZRH,CGN,4U,391
564,ZRH,HAM,4U,693
565,ARH,LED,5N,759
566,ARH,MMK,5N,581
567,ARH,NNM,5N,651
568,ARH,SVO,5N,976
569,ARH,USK,5N,786
570,LED,ARH,5N,759
571,LED,MMK,5N,1005
572,LED,SCW,5N,1132
573,MMK,ARH,5N,581
574,MMK,LED,5N,1005
575,MMK,SVO,5N,1443
576,MMK,TOS,5N,553
577,NNM,ARH,5N,651
578,SCW,LED,5N,1132
579,SCW,SVO,5N,994
580,SVO,ARH,5N,976
581,SVO,MMK,5N,1443
582,SVO,SCW,5N,994
583,TOS,MMK,5N,553
584,USK,ARH,5N,786
585,CPH,SGD,6I,195
586,SGD,CPH,6I,195
587,DME,KRR,6R,1156
588,DME,LED,6R,666
589,KRR,DME,6R,1156
590,LED,DME,6R,666
591,DME,RTW,6W,686
592,MRV,RTW,6W,845
593,PRG,RTW,6W,2220
594,RTW,DME,6W,686
595,RTW,MRV,6W,845
596,RTW,PRG,6W,2220
597,RIX,TFS,6Y,4507
598,TFS,RIX,6Y,4507
599,GWT,HAM,7E,178
600,HAM,GWT,7E,178
601,CSY,DME,7R,595
602,CSY,LED,7R,1085
603,DME,CSY,7R,595
604,DME,EGO,7R,537
605,DME,ESL,7R,1099
606,DME,GRV,7R,1448
607,DME,IJK,7R,974
608,DME,MCX,7R,1566
609,DME,PES,7R,751
610,DME,PEZ,7R,527
611,DME,SKX,7R,489
612,DME,ULV,7R,672
613,DME,VOZ,7R,409
614,EGO,DME,7R,537
615,EGO,KUF,7R,978
616,EGO,ROV,7R,426
617,ESL,DME,7R,1099
618,GRV,DME,7R,1448
619,IJK,DME,7R,974
620,KRR,VOG,7R,572
621,KRR,VOZ,7R,753
622,KUF,EGO,7R,978
623,KVX,LED,7R,1093
624,LED,CSY,7R,1085
625,LED,KVX,7R,1093
626,LED,MCX,7R,2227
627,LED,SKX,7R,1100
628,LED,VOG,7R,1521
629,LED,VOZ,7R,1047
630,MCX,DME,7R,1566
631,MCX,LED,7R,2227
632,PES,DME,7R,751
633,PEZ,DME,7R,527
634,ROV,EGO,7R,426
635,ROV,VOG,7R,357
636,SKX,DME,7R,489
637,SKX,LED,7R,1100
638,ULV,DME,7R,672
639,VOG,KRR,7R,572
640,VOG,LED,7R,1521
641,VOG,ROV,7R,357
642,VOZ,DME,7R,409
643,VOZ,KRR,7R,753
644,VOZ,LED,7R,1047
645,AER,KIV,9U,945
646,ATH,KIV,9U,1079
647,BLQ,KIV,9U,1391
648,BVA,KIV,9U,1996
649,DME,KIV,9U,1129
650,DUB,KIV,9U,2579
651,FCO,KIV,9U,1440
652,FRA,KIV,9U,1534
653,KBP,KIV,9U,406
654,KIV,AER,9U,945
655,KIV,ATH,9U,1079
656,KIV,BLQ,9U,1391
657,KIV,BVA,9U,1996
658,KIV,DME,9U,1129
659,KIV,DUB,9U,2579
660,KIV,FCO,9U,1440
661,KIV,FRA,9U,1534
662,KIV,KBP,9U,406
663,KIV,LED,9U,1434
664,KIV,LIS,9U,3197
665,KIV,MXP,9U,1554
666,KIV,OTP,9U,342
667,KIV,STN,9U,2132
668,KIV,VCE,9U,1282
669,KIV,VRN,9U,1396
670,LED,KIV,9U,1434
671,LIS,KIV,9U,3197
672,MXP,KIV,9U,1554
673,OTP,KIV,9U,342
674,STN,KIV,9U,2132
675,VCE,KIV,9U,1282
676,VRN,KIV,9U,1396
677,ATH,JSH,A2,358
678,CFU,SKG,A2,279
679,JKH,SKG,A2,364
680,JSH,ATH,A2,358
681,KLX,SKG,A2,392
682,SKG,CFU,A2,279
683,SKG,JKH,A2,364
684,SKG,KLX,A2,392
685,SKG,SMI,A2,463
686,SMI,SKG,A2,463
687,AOK,ATH,A3,399
688,AOK,RHO,A3,138
689,ARN,KLX,A3,2528
690,ARN,SKG,A3,2156
691,ATH,AOK,A3,399
692,ATH,AXD,A3,367
693,ATH,BCN,A3,1904
694,ATH,BEG,A3,822
695,ATH,BRU,A3,2101
696,ATH,BUD,A3,1122
697,ATH,CDG,A3,2108
698,ATH,CFU,A3,395
699,ATH,CHQ,A3,268
700,ATH,DME,A3,2206
701,ATH,DUS,A3,2003
702,ATH,EFL,A3,302
703,ATH,FCO,A3,1086
704,ATH,FRA,A3,1815
705,ATH,GVA,A3,1731
706,ATH,HER,A3,309
707,ATH,IEV,A3,1478
708,ATH,IOA,A3,333
709,ATH,JKH,A3,197
710,ATH,JMK,A3,135
711,ATH,JSI,A3,143
712,ATH,JTR,A3,218
713,ATH,KGS,A3,305
714,ATH,KVA,A3,336
715,ATH,LED,A3,2472
716,ATH,LHR,A3,2426
717,ATH,LYS,A3,1780
718,ATH,MAD,A3,2377
719,ATH,MAN,A3,2636
720,ATH,MJT,A3,262
721,ATH,MRS,A3,1688
722,ATH,MUC,A3,1517
723,ATH,MXP,A3,1520
724,ATH,NTE,A3,2316
725,ATH,OSL,A3,2635
726,ATH,OTP,A3,759
727,ATH,PRG,A3,1555
728,ATH,RHO,A3,404
729,ATH,SKG,A3,299
730,ATH,SMI,A3,262
731,ATH,SOF,A3,531
732,ATH,TIA,A3,529
733,ATH,TXL,A3,1823
734,ATH,VIE,A3,1278
735,ATH,WAW,A3,1599
736,ATH,ZTH,A3,269
737,AXD,ATH,A3,367
738,BCN,ATH,A3,1904
739,BEG,ATH,A3,822
740,BOD,HER,A3,2428
741,BRU,ATH,A3,2101
742,BRU,HER,A3,2395
743,BUD,ATH,A3,1122
744,CDG,ATH,A3,2108
745,CDG,HER,A3,2389
746,CDG,RHO,A3,2494
747,CDG,SKG,A3,1859
748,CFU,ATH,A3,395
749,CFU,DME,A3,2203
750,CHQ,ATH,A3,268
751,CHQ,SKG,A3,564
752,CPH,SKG,A3,1840
753,DME,ATH,A3,2206
754,DME,CFU,A3,2203
755,DME,HER,A3,2434
756,DME,KGS,A3,2225
757,DME,RHO,A3,2240
758,DME,SKG,A3,1985
759,DUS,ATH,A3,2003
760,DUS,HER,A3,2302
761,DUS,KLX,A3,1986
762,DUS,SKG,A3,1726
763,EFL,ATH,A3,302
764,FCO,ATH,A3,1086
765,FRA,ATH,A3,1815
766,FRA,HER,A3,2114
767,FRA,SKG,A3,1540
768,GVA,ATH,A3,1731
769,GVA,OPO,A3,1308
770,HAJ,SKG,A3,1667
771,HER,ATH,A3,309
772,HER,BOD,A3,2428
773,HER,BRU,A3,2395
774,HER,CDG,A3,2389
775,HER,DME,A3,2434
776,HER,DUS,A3,2302
777,HER,FRA,A3,2114
778,HER,LED,A3,2744
779,HER,MRS,A3,1930
780,HER,MUC,A3,1817
781,HER,RHO,A3,287
782,HER,SKG,A3,607
783,HER,TXL,A3,2131
784,HER,VIE,A3,1587
785,IEV,ATH,A3,1478
786,IOA,ATH,A3,333
787,JKH,ATH,A3,197
788,JMK,ATH,A3,135
789,JSI,ATH,A3,143
790,JTR,ATH,A3,218
791,KGS,ATH,A3,305
792,KGS,DME,A3,2225
793,KGS,RHO,A3,98
794,KLX,ARN,A3,2528
795,KLX,DUS,A3,1986
796,KLX,MUC,A3,1505
797,KVA,ATH,A3,336
798,LED,ATH,A3,2472
799,LED,HER,A3,2744
800,LED,RHO,A3,2606
801,LED,SKG,A3,2202
802,LHR,ATH,A3,2426
803,LYS,ATH,A3,1780
804,MAD,ATH,A3,2377
805,MAN,ATH,A3,2636
806,MJT,ATH,A3,262
807,MJT,SKG,A3,349
808,MRS,ATH,A3,1688
809,MRS,HER,A3,1930
810,MUC,ATH,A3,1517
811,MUC,HER,A3,1817
812,MUC,KLX,A3,1505
813,MUC,SKG,A3,1241
814,MXP,ATH,A3,1520
815,NTE,ATH,A3,2316
816,NUE,SKG,A3,1364
817,OSL,ATH,A3,2635
818,OTP,ATH,A3,759
819,PRG,ATH,A3,1555
820,RHO,AOK,A3,138
821,RHO,ATH,A3,404
822,RHO,CDG,A3,2494
823,RHO,DME,A3,2240
824,RHO,HER,A3,287
825,RHO,KGS,A3,98
826,RHO,LED,A3,2606
827,RHO,SKG,A3,638
828,SKG,ARN,A3,2156
829,SKG,ATH,A3,299
830,SKG,CDG,A3,1859
831,SKG,CHQ,A3,564
832,SKG,CPH,A3,1840
833,SKG,DME,A3,1985
834,SKG,DUS,A3,1726
835,SKG,FRA,A3,1540
836,SKG,HAJ,A3,1667
837,SKG,HER,A3,607
838,SKG,LED,A3,2202
839,SKG,MJT,A3,349
840,SKG,MUC,A3,1241
841,SKG,NUE,A3,1364
842,SKG,RHO,A3,638
843,SKG,STR,A3,1414
844,SMI,ATH,A3,262
845,SOF,ATH,A3,531
846,STR,SKG,A3,1414
847,TIA,ATH,A3,529
848,TXL,ATH,A3,1823
849,TXL,HER,A3,2131
850,VIE,ATH,A3,1278
851,VIE,HER,A3,1587
852,WAW,ATH,A3,1599
853,ZRH,LIS,A3,1723
854,ZTH,ATH,A3,269
855,AGF,DCM,A5,152
856,AGF,ORY,A5,523
857,AJA,BVE,A5,684
858,AJA,DCM,A5,561
859,AJA,PIS,A5,851
860,AMS,CFE,A5,734
861,AMS,SXB,A5,465
862,AUR,ORY,A5,426
863,BES,LYS,A5,779
864,BES,NCE,A5,1042
865,BIA,LIL,A5,1015
866,BIQ,GVA,A5,676
867,BIQ,LIL,A5,862
868,BIQ,LYS,A5,580
869,BIQ,NCE,A5,704
870,BLQ,LYS,A5,504
871,BOD,FCO,A5,1099
872,BOD,LIL,A5,698
873,BOD,LYS,A5,464
874,BOD,NCE,A5,644
875,BOD,NTE,A5,267
876,BOD,SXB,A5,757
877,BRU,LYS,A5,577
878,BRU,NTE,A5,608
879,BVE,AJA,A5,684
880,BVE,ORY,A5,415
881,CFE,AMS,A5,734
882,CFE,LYS,A5,148
883,CFE,NCE,A5,397
884,CFR,LYS,A5,565
885,CFR,NCE,A5,848
886,CFR,ORY,A5,212
887,CLY,NTE,A5,967
888,DCM,AGF,A5,152
889,DCM,AJA,A5,561
890,DCM,ORY,A5,574
891,DUS,NTE,A5,761
892,ETZ,LYS,A5,372
893,ETZ,NCE,A5,596
894,FCO,BOD,A5,1099
895,FCO,LYS,A5,721
896,FCO,SXB,A5,831
897,FLR,LYS,A5,528
898,FSC,LIL,A5,1108
899,FSC,NTE,A5,1057
900,GOT,LYS,A5,1415
901,GVA,BIQ,A5,676
902,LAI,ORY,A5,428
903,LDE,ORY,A5,643
904,LIL,BIA,A5,1015
905,LIL,BIQ,A5,862
906,LIL,BOD,A5,698
907,LIL,FSC,A5,1108
908,LIL,LYS,A5,557
909,LIL,MPL,A5,779
910,LIL,NTE,A5,511
