,departure_airport_id,destination_airport_id,airline_id,distance
6983,STN,TGD,FR,1777
6984,STN,TLL,FR,1741
6985,STN,TLN,FR,1072
6986,STN,TMP,FR,1762
6987,STN,TRF,FR,1025
6988,STN,TRN,FR,921
6989,STN,TRS,FR,1176
6990,STN,TSF,FR,1115
6991,STN,TUF,FR,496
6992,STN,VLC,FR,1379
6993,STN,VNO,FR,1684
6994,STN,VST,FR,1330
6995,STN,WMI,FR,1389
6996,STN,WRO,FR,1153
6997,STN,XRY,FR,1754
6998,STN,ZAD,FR,1413
6999,STN,ZAZ,FR,1140
7000,SUF,BGY,FR,924
7001,SUF,BLQ,FR,748
7002,SUF,CRL,FR,1583
7003,SUF,FCO,FR,467
7004,SUF,HHN,FR,1417
7005,SUF,NRN,FR,1614
7006,SUF,PSA,FR,721
7007,SUF,STN,FR,1900
7008,SUF,TSF,FR,820
7009,SVQ,ACE,FR,1183
7010,SVQ,BCN,FR,809
7011,SVQ,BGY,FR,1585
7012,SVQ,BLQ,FR,1640
7013,SVQ,BOD,FR,930
7014,SVQ,BRI,FR,1987
7015,SVQ,BVA,FR,1484
7016,SVQ,CIA,FR,1653
7017,SVQ,CRL,FR,1666
7018,SVQ,DUB,FR,1779
7019,SVQ,EIN,FR,1793
7020,SVQ,LGW,FR,1591
7021,SVQ,LPA,FR,1377
7022,SVQ,MRS,FR,1153
7023,SVQ,PMI,FR,787
7024,SVQ,PMO,FR,1667
7025,SVQ,PSA,FR,1538
7026,SVQ,SCQ,FR,645
7027,SVQ,SDR,FR,690
7028,SVQ,STN,FR,1678
7029,SVQ,TFS,FR,1441
7030,SXB,OPO,FR,1514
7031,SXB,STN,FR,643
7032,SXF,BGY,FR,795
7033,SXF,DUB,FR,1328
7034,SXF,EMA,FR,1002
7035,SXF,RYG,FR,796
7036,SXF,SNN,FR,1512
7037,SXF,STN,FR,907
7038,SZG,STN,FR,1020
7039,SZZ,DUB,FR,1395
7040,SZZ,LPL,FR,1172
7041,SZZ,STN,FR,1003
7042,TFN,BCN,FR,2194
7043,TFN,MAD,FR,1770
7044,TFS,BCN,FR,2245
7045,TFS,BGY,FR,3025
7046,TFS,BHX,FR,2978
7047,TFS,BLL,FR,3698
7048,TFS,BLQ,FR,3072
7049,TFS,BOH,FR,2815
7050,TFS,BRE,FR,3471
7051,TFS,BRS,FR,2841
7052,TFS,BVA,FR,2862
7053,TFS,CGN,FR,3223
7054,TFS,CRL,FR,3057
7055,TFS,DUB,FR,2945
7056,TFS,EDI,FR,3276
7057,TFS,EMA,FR,3028
7058,TFS,FKB,FR,3123
7059,TFS,FMM,FR,3199
7060,TFS,HHN,FR,3161
7061,TFS,LBA,FR,3117
7062,TFS,LPL,FR,3028
7063,TFS,LTN,FR,2972
7064,TFS,MAD,FR,1823
7065,TFS,MAN,FR,3048
7066,TFS,MST,FR,3158
7067,TFS,NOC,FR,2944
7068,TFS,NRN,FR,3230
7069,TFS,OPO,FR,1634
7070,TFS,ORK,FR,2730
7071,TFS,PIK,FR,3201
7072,TFS,PSA,FR,2965
7073,TFS,SCQ,FR,1806
7074,TFS,SDR,FR,2056
7075,TFS,SNN,FR,2813
7076,TFS,STN,FR,2996
7077,TFS,SVQ,FR,1441
7078,TFS,VLC,FR,1951
7079,TGD,CRL,FR,1444
7080,TGD,STN,FR,1777
7081,TLL,BGY,FR,1829
7082,TLL,BRE,FR,1213
7083,TLL,GRO,FR,2468
7084,TLL,MAN,FR,1784
7085,TLL,RYG,FR,793
7086,TLL,STN,FR,1741
7087,TLN,STN,FR,1072
7088,TMP,AGP,FR,3374
7089,TMP,ALC,FR,3062
7090,TMP,BGY,FR,1967
7091,TMP,BRE,FR,1282
7092,TMP,BUD,FR,1579
7093,TMP,GRO,FR,2577
7094,TMP,HHN,FR,1625
7095,TMP,STN,FR,1762
7096,TPS,AOI,FR,638
7097,TPS,BGY,FR,893
7098,TPS,BLQ,FR,743
7099,TPS,BTS,FR,1203
7100,TPS,BVA,FR,1527
7101,TPS,CAG,FR,333
7102,TPS,CIA,FR,432
7103,TPS,CRL,FR,1533
7104,TPS,CUF,FR,842
7105,TPS,EIN,FR,1605
7106,TPS,FKB,FR,1259
7107,TPS,FMM,FR,1135
7108,TPS,GOA,FR,784
7109,TPS,GRO,FR,940
7110,TPS,HHN,FR,1401
7111,TPS,KRK,FR,1471
7112,TPS,KUN,FR,2087
7113,TPS,MAN,FR,2056
7114,TPS,MLA,FR,288
7115,TPS,MST,FR,1539
7116,TPS,PEG,FR,576
7117,TPS,PMF,FR,790
7118,TPS,PSA,FR,665
7119,TPS,TRN,FR,904
7120,TPS,TRS,FR,883
7121,TPS,TSF,FR,860
7122,TPS,WMI,FR,1736
7123,TRF,AGP,FR,2719
7124,TRF,AHO,FR,2067
7125,TRF,ALC,FR,2448
7126,TRF,LPL,FR,1035
7127,TRF,PSA,FR,1723
7128,TRF,STN,FR,1025
7129,TRN,BCN,FR,625
7130,TRN,BDS,FR,977
7131,TRN,BRI,FR,865
7132,TRN,CRL,FR,631
7133,TRN,CTA,FR,1058
7134,TRN,MLA,FR,1187
7135,TRN,STN,FR,921
7136,TRN,TPS,FR,904
7137,TRS,AHO,FR,713
7138,TRS,BRI,FR,584
7139,TRS,BVA,FR,940
7140,TRS,CRL,FR,843
7141,TRS,STN,FR,1176
7142,TRS,TPS,FR,883
7143,TRS,VLC,FR,1338
7144,TSF,AGP,FR,1711
7145,TSF,AHO,FR,641
7146,TSF,BCN,FR,947
7147,TSF,BDS,FR,724
7148,TSF,BLL,FR,1142
7149,TSF,BRE,FR,858
7150,TSF,BRI,FR,622
7151,TSF,BRS,FR,1266
7152,TSF,BRU,FR,815
7153,TSF,BUD,FR,575
7154,TSF,BVA,FR,865
7155,TSF,CAG,FR,756
7156,TSF,CHQ,FR,1508
7157,TSF,CRL,FR,784
7158,TSF,CTA,FR,940
7159,TSF,DUB,FR,1581
7160,TSF,EIN,FR,816
7161,TSF,EMA,FR,1262
7162,TSF,HHN,FR,603
7163,TSF,LBA,FR,1346
7164,TSF,MLA,FR,1105
7165,TSF,NRN,FR,797
7166,TSF,NYO,FR,1495
7167,TSF,PMO,FR,834
7168,TSF,RYG,FR,1529
7169,TSF,STN,FR,1115
7170,TSF,SUF,FR,820
7171,TSF,TPS,FR,860
7172,TSF,VLC,FR,1241
7173,TUF,DUB,FR,829
7174,TUF,MRS,FR,565
7175,TUF,OPO,FR,1014
7176,TUF,STN,FR,496
7177,VLC,BGY,FR,1079
7178,VLC,BLQ,FR,1121
7179,VLC,BRI,FR,1470
7180,VLC,BRS,FR,1333
7181,VLC,BRU,FR,1326
7182,VLC,BVA,FR,1126
7183,VLC,CIA,FR,1131
7184,VLC,CRL,FR,1279
7185,VLC,DUB,FR,1610
7186,VLC,EMA,FR,1484
7187,VLC,HHN,FR,1312
7188,VLC,IBZ,FR,173
7189,VLC,LPA,FR,1879
7190,VLC,MAH,FR,404
7191,VLC,MAN,FR,1547
7192,VLC,MRS,FR,646
7193,VLC,NRN,FR,1440
7194,VLC,OPO,FR,721
7195,VLC,PMI,FR,276
7196,VLC,PSA,FR,1016
7197,VLC,SCQ,FR,763
7198,VLC,SDR,FR,518
7199,VLC,STN,FR,1379
7200,VLC,TFS,FR,1951
7201,VLC,TRS,FR,1338
7202,VLC,TSF,FR,1241
7203,VLL,BCN,FR,578
7204,VNO,BCN,FR,2258
7205,VNO,BGY,FR,1485
7206,VNO,BRE,FR,1094
7207,VNO,BVA,FR,1676
7208,VNO,CHQ,FR,2125
7209,VNO,CIA,FR,1703
7210,VNO,CRL,FR,1476
7211,VNO,DUB,FR,2048
7212,VNO,LPL,FR,1832
7213,VNO,ORK,FR,2246
7214,VNO,RYG,FR,1021
7215,VNO,STN,FR,1684
7216,VOL,CRL,FR,1901
7217,VOL,HHN,FR,1707
7218,VST,AGP,FR,2963
7219,VST,ALC,FR,2663
7220,VST,STN,FR,1330
7221,VXO,ALC,FR,2356
7222,WMI,ALC,FR,2270
7223,WMI,BCN,FR,1869
7224,WMI,BGY,FR,1095
7225,WMI,BLQ,FR,1116
7226,WMI,BRS,FR,1600
7227,WMI,BVA,FR,1336
7228,WMI,CHQ,FR,1901
7229,WMI,CIA,FR,1330
7230,WMI,CRL,FR,1141
7231,WMI,DUB,FR,1796
7232,WMI,EIN,FR,1050
7233,WMI,EMA,FR,1477
7234,WMI,GDN,FR,258
7235,WMI,LPL,FR,1572
7236,WMI,MAN,FR,1534
7237,WMI,MRS,FR,1519
7238,WMI,NYO,FR,742
7239,WMI,PIK,FR,1675
7240,WMI,PMI,FR,1982
7241,WMI,PSA,FR,1235
7242,WMI,RYG,FR,983
7243,WMI,SKG,FR,1338
7244,WMI,SNN,FR,1984
7245,WMI,STN,FR,1389
7246,WMI,TPS,FR,1736
7247,WMI,WRO,FR,299
7248,WRO,AGP,FR,2331
7249,WRO,ALC,FR,1973
7250,WRO,BGY,FR,802
7251,WRO,BLQ,FR,840
7252,WRO,BRS,FR,1360
7253,WRO,CHQ,FR,1826
7254,WRO,CIA,FR,1084
7255,WRO,DUB,FR,1589
7256,WRO,EMA,FR,1259
7257,WRO,GRO,FR,1483
7258,WRO,LPL,FR,1362
7259,WRO,MLA,FR,1706
7260,WRO,ORK,FR,1750
7261,WRO,PIK,FR,1501
7262,WRO,RYG,FR,997
7263,WRO,SNN,FR,1770
7264,WRO,STN,FR,1153
7265,WRO,WMI,FR,299
7266,XCR,OPO,FR,1310
7267,XRY,BCN,FR,865
7268,XRY,HHN,FR,1815
7269,XRY,STN,FR,1754
7270,ZAD,BLL,FR,1365
7271,ZAD,BVA,FR,1167
7272,ZAD,CRL,FR,1081
7273,ZAD,DUB,FR,1881
7274,ZAD,FKB,FR,760
7275,ZAD,GSE,FR,1538
7276,ZAD,HAU,FR,1827
7277,ZAD,HHN,FR,891
7278,ZAD,MAN,FR,1643
7279,ZAD,MRS,FR,815
7280,ZAD,NRN,FR,1078
7281,ZAD,NYO,FR,1635
7282,ZAD,RYG,FR,1725
7283,ZAD,STN,FR,1413
7284,ZAZ,ACE,FR,1812
7285,ZAZ,BGY,FR,971
7286,ZAZ,BVA,FR,899
7287,ZAZ,CRL,FR,1064
7288,ZAZ,STN,FR,1140
7289,ZTH,CRL,FR,1919
7290,DUS,LED,FV,1740
7291,KZN,LED,FV,1216
7292,LED,DUS,FV,1740
7293,LED,HAM,FV,1406
7294,LED,KZN,FV,1216
7295,ATH,HER,GQ,309
7296,ATH,KZI,GQ,318
7297,AXD,JSH,GQ,627
7298,CFU,PVK,GQ,105
7299,EFL,PVK,GQ,92
7300,HER,ATH,GQ,309
7301,HER,KGS,GQ,235
7302,HER,MJT,GQ,431
7303,HER,RHO,GQ,287
7304,JKH,MJT,GQ,88
7305,JKH,RHO,GQ,275
7306,JSH,AXD,GQ,627
7307,JSH,PVK,GQ,627
7308,MJT,JKH,GQ,88
7309,MJT,RHO,GQ,322
7310,PVK,CFU,GQ,105
7311,PVK,EFL,GQ,92
7312,PVK,JSH,GQ,627
7313,RHO,HER,GQ,287
7314,RHO,JKH,GQ,275
7315,RHO,SMI,GQ,176
7316,SMI,RHO,GQ,176
7317,ZTH,EFL,GQ,53
7318,ACI,GCI,GR,41
7319,ACI,SOU,GR,151
7320,BRS,GCI,GR,216
7321,DNR,GCI,GR,101
7322,EMA,GCI,GR,387
7323,GCI,ACI,GR,41
7324,GCI,BRS,GR,216
7325,GCI,DNR,GR,101
7326,GCI,EMA,GR,387
7327,GCI,JER,GR,38
7328,GCI,LGW,GR,256
7329,GCI,MAN,GR,436
7330,GCI,STN,GR,337
7331,JER,GCI,GR,38
7332,JER,STN,GR,343
7333,LGW,GCI,GR,256
7334,MAN,GCI,GR,436
7335,SOU,ACI,GR,151
7336,STN,GCI,GR,337
7337,STN,JER,GR,343
7338,ACE,FUE,HG,60
7339,AGP,VIE,HG,2135
7340,ARN,VIE,HG,1286
7341,BCN,VIE,HG,1369
7342,CDG,VIE,HG,1035
7343,CFU,VIE,HG,983
7344,CHQ,VIE,HG,1531
7345,CLY,FMM,HG,618
7346,CLY,SZG,HG,672
7347,CPH,VIE,HG,876
7348,DME,VIE,HG,1668
7349,FCO,VIE,HG,779
7350,FLR,VIE,HG,632
7351,FMM,CLY,HG,618
7352,FNC,VIE,HG,3264
7353,FRA,VIE,HG,620
7354,FUE,SZG,HG,3155
7355,FUE,VIE,HG,3401
7356,GRZ,HER,HG,1528
7357,GRZ,PMI,HG,1316
7358,GRZ,TFS,HG,3482
7359,HER,GRZ,HG,1528
7360,HER,LNZ,HG,1695
7361,HER,SZG,HG,1711
7362,HER,VIE,HG,1587
7363,INN,PMI,HG,1102
7364,JMK,VIE,HG,1384
7365,JTR,VIE,HG,1492
7366,KLX,VIE,HG,1305
7367,LNZ,HER,HG,1695
7368,LNZ,PMI,HG,1328
7369,LPA,SZG,HG,3296
7370,LPA,VIE,HG,3544
7371,MAD,VIE,HG,1805
7372,MLA,VIE,HG,1373
7373,MUC,VIE,HG,355
7374,MXP,VIE,HG,656
7375,NCE,VIE,HG,876
7376,OLB,VIE,HG,976
7377,PMI,GRZ,HG,1316
7378,PMI,INN,HG,1102
7379,PMI,LNZ,HG,1328
7380,PMI,SZG,HG,1231
7381,PMI,VIE,HG,1457
7382,PVK,VIE,HG,1075
7383,RHO,VIE,HG,1606
7384,SKG,VIE,HG,984
7385,SZG,ACE,HG,3097
7386,SZG,CLY,HG,672
7387,SZG,HER,HG,1711
7388,SZG,LPA,HG,3296
7389,SZG,PMI,HG,1231
7390,SZG,TFS,HG,3362
7391,SZG,VIE,HG,267
7392,TFS,GRZ,HG,3482
7393,TFS,SZG,HG,3362
7394,TFS,VIE,HG,3613
7395,VIE,ACE,HG,3343
7396,VIE,AGP,HG,2135
7397,VIE,ARN,HG,1286
7398,VIE,BCN,HG,1369
7399,VIE,CDG,HG,1035
7400,VIE,CFU,HG,983
7401,VIE,CHQ,HG,1531
7402,VIE,CPH,HG,876
7403,VIE,DME,HG,1668
7404,VIE,FCO,HG,779
7405,VIE,FLR,HG,632
7406,VIE,FNC,HG,3264
7407,VIE,FRA,HG,620
7408,VIE,HER,HG,1587
7409,VIE,JMK,HG,1384
7410,VIE,JTR,HG,1492
7411,VIE,KLX,HG,1305
7412,VIE,LPA,HG,3544
7413,VIE,MAD,HG,1805
7414,VIE,MLA,HG,1373
7415,VIE,MUC,HG,355
7416,VIE,MXP,HG,656
7417,VIE,NCE,HG,876
7418,VIE,OLB,HG,976
7419,VIE,PMI,HG,1457
7420,VIE,PVK,HG,1075
7421,VIE,RHO,HG,1606
7422,VIE,SKG,HG,984
7423,VIE,SZG,HG,267
7424,VIE,TFS,HG,3613
7425,VIE,VLC,HG,1664
7426,VIE,VOL,HG,1107
7427,VIE,ZRH,HG,603
7428,VIE,ZTH,HG,1203
7429,VLC,VIE,HG,1664
7430,VOL,VIE,HG,1107
7431,ZRH,VIE,HG,603
7432,ZTH,VIE,HG,1203
7433,DUS,LPA,HK,3189
7434,DUS,PMI,HK,1341
7435,LPA,DUS,HK,3189
7436,PMI,DUS,HK,1341
7437,ACE,FUE,HQ,60
7438,AGP,BRU,HQ,1735
7439,AGP,LIL,HQ,1658
7440,AJA,LIL,HQ,1055
7441,BOJ,BRU,HQ,1973
7442,BRU,ACE,HQ,2870
7443,BRU,BOJ,HQ,1973
7444,BRU,CFU,HQ,1735
7445,BRU,CHQ,HQ,2322
7446,BRU,DBV,HQ,1397
7447,BRU,FNC,HQ,2664
7448,BRU,HER,HQ,2395
7449,BRU,IBZ,HQ,1359
7450,BRU,JMK,HQ,2224
7451,BRU,KGS,HQ,2379
7452,BRU,LDE,HQ,923
7453,BRU,LEI,HQ,1655
7454,BRU,LPA,HQ,3050
7455,BRU,MAH,HQ,1227
7456,BRU,PMI,HQ,1269
7457,BRU,REU,HQ,1114
7458,BRU,RHO,HQ,2471
7459,BRU,TFS,HQ,3094
7460,BRU,TIV,HQ,1435
7461,BRU,VAR,HQ,1951
7462,BRU,ZTH,HQ,1950
7463,CFU,BRU,HQ,1735
7464,CFU,LIL,HQ,1789
7465,CHQ,BRU,HQ,2322
7466,DBV,BRU,HQ,1397
7467,DBV,LIL,HQ,1457
7468,FAO,AGP,HQ,310
7469,FNC,BRU,HQ,2664
7470,FUE,BRU,HQ,2930
7471,FUE,TFS,HQ,269
7472,GRO,BRU,HQ,1009
7473,HER,BRU,HQ,2395
7474,HER,LIL,HQ,2451
7475,IBZ,BRU,HQ,1359
7476,IBZ,MAH,HQ,268
7477,JMK,JTR,HQ,115
7478,JTR,BRU,HQ,2319
7479,KGS,BRU,HQ,2379
7480,LDE,BRU,HQ,923
7481,LEI,BRU,HQ,1655
7482,LGG,HER,HQ,2324
7483,LGG,LIL,HQ,166
7484,LGG,PMI,HQ,1250
7485,LGG,RHO,HQ,2398
7486,LIL,AJA,HQ,1055
7487,LIL,CFU,HQ,1789
7488,LIL,DBV,HQ,1457
7489,LIL,FAO,HQ,1744
7490,LIL,FUE,HQ,2841
7491,LIL,HER,HQ,2451
7492,LIL,LGG,HQ,166
7493,LIL,RHO,HQ,2537
7494,LIL,SPU,HQ,1266
7495,LPA,BRU,HQ,3050
7496,MAH,BRU,HQ,1227
7497,MAH,GRO,HQ,257
7498,OST,LGG,HQ,191
7499,PMI,BRU,HQ,1269
7500,PMI,LGG,HQ,1250
7501,PMI,OST,HQ,1295
7502,REU,BRU,HQ,1114
7503,RHO,BRU,HQ,2471
7504,RHO,LGG,HQ,2398
7505,SPU,LIL,HQ,1266
7506,TFS,BRU,HQ,3094
7507,TFS,LIL,HQ,3001
7508,TIV,BRU,HQ,1435
7509,VAR,BRU,HQ,1951
7510,ZTH,BRU,HQ,1950
7511,DUS,LUX,HR,189
7512,LUX,DUS,HR,189
7513,BLE,GOT,HS,358
7514,BLE,ORB,HS,135
7515,GEV,KRN,HS,79
7516,GEV,LLA,HS,186
7517,GOT,BLE,HS,358
7518,GOT,SDL,HS,611
7519,KRN,GEV,HS,79
7520,LLA,GEV,HS,186
7521,LLA,SDL,HS,405
7522,LLA,UME,HS,213
7523,MMX,ORB,HS,421
7524,ORB,BLE,HS,135
7525,ORB,MMX,HS,421
7526,OSD,UME,HS,294
7527,SDL,GOT,HS,611
7528,SDL,LLA,HS,405
7529,UME,LLA,HS,213
7530,UME,OSD,HS,294
7531,ARN,TXL,HU,838
7532,BCN,BRU,HU,1083
7533,BIO,BRU,HU,1012
7534,BRU,BCN,HU,1083
7535,BRU,BIO,HU,1012
7536,BRU,CPH,HU,754
7537,BRU,FCO,HU,1172
7538,BRU,GVA,HU,532
7539,BRU,MAD,HU,1315
7540,BRU,MXP,HU,664
7541,BRU,TXL,HU,633
7542,CGN,TXL,HU,463
7543,CPH,BRU,HU,754
7544,CPH,TXL,HU,342
7545,DUS,TXL,HU,468
7546,FCO,BRU,HU,1172
7547,FKB,TXL,HU,557
7548,FRA,TXL,HU,431
7549,GOT,TXL,HU,571
7550,GVA,BRU,HU,532
7551,MAD,BRU,HU,1315
7552,MUC,TXL,HU,479
7553,MXP,BRU,HU,664
7554,NUE,TXL,HU,373
7555,OSL,TXL,HU,859
7556,SCN,TXL,HU,570
7557,STR,TXL,HU,516
7558,TXL,ARN,HU,838
7559,TXL,BRU,HU,633
7560,TXL,CGN,HU,463
7561,TXL,CPH,HU,342
7562,TXL,DUS,HU,468
7563,TXL,FKB,HU,557
7564,TXL,FRA,HU,431
7565,TXL,GOT,HU,571
7566,TXL,MUC,HU,479
7567,TXL,NUE,HU,373
7568,TXL,OSL,HU,859
7569,TXL,SCN,HU,570
7570,TXL,STR,HU,516
7571,TXL,VIE,HU,546
7572,TXL,ZRH,HU,659
7573,VIE,TXL,HU,546
7574,ZRH,TXL,HU,659
7575,ACE,AMS,HV,3005
7576,AGP,AMS,HV,1883
7577,AGP,EIN,HV,1818
7578,AGP,RTM,HV,1838
7579,AJA,OLB,HV,128
7580,ALC,AMS,HV,1613
7581,ALC,EIN,HV,1535
7582,ALC,RTM,HV,1569
7583,AMS,ACE,HV,3005
7584,AMS,AGP,HV,1883
7585,AMS,AJA,HV,1194
7586,AMS,ALC,HV,1613
7587,AMS,ATH,HV,2181
7588,AMS,BCN,HV,1241
7589,AMS,BRI,HV,1538
7590,AMS,CFU,HV,1827
7591,AMS,CHQ,HV,2411
7592,AMS,CTA,HV,1834
7593,AMS,FAO,HV,1969
7594,AMS,FNC,HV,2783
7595,AMS,FUE,HV,3066
7596,AMS,GRO,HV,1167
7597,AMS,HER,HV,2480
7598,AMS,IBZ,HV,1516
7599,AMS,INN,HV,733
7600,AMS,JKH,HV,2265
7601,AMS,JMK,HV,2300
7602,AMS,JTR,HV,2400
7603,AMS,KGS,HV,2451
7604,AMS,LIS,HV,1846
7605,AMS,LPA,HV,3182
7606,AMS,MLA,HV,1982
7607,AMS,NAP,HV,1461
7608,AMS,NCE,HV,978
7609,AMS,OPO,HV,1594
7610,AMS,PMI,HV,1426
7611,AMS,PMO,HV,1698
7612,AMS,PSA,HV,1045
7613,AMS,PVK,HV,1931
7614,AMS,RHO,HV,2540
7615,AMS,SKG,HV,1904
7616,AMS,SMI,HV,2364
7617,AMS,SPC,HV,3221
7618,AMS,SUF,HV,1732
7619,AMS,SVQ,HV,1852
7620,AMS,TFS,HV,3223
7621,AMS,TRN,HV,817
7622,AMS,VCE,HV,936
7623,AMS,VLC,HV,1481
7624,AMS,VRN,HV,889
7625,AMS,ZTH,HV,2045
7626,ATH,AMS,HV,2181
7627,ATH,EIN,HV,2088
7628,BCN,AMS,HV,1241
7629,BCN,EIN,HV,1156
7630,BCN,RTM,HV,1198
7631,BLQ,EIN,HV,885
7632,BRI,AMS,HV,1538
7633,BUD,RTM,HV,1176
7634,CFU,AMS,HV,1827
7635,CFU,EFL,HV,172
7636,CHQ,AMS,HV,2411
7637,CHQ,ZTH,HV,381
7638,CPH,EIN,HV,667
7639,CTA,AMS,HV,1834
7640,EFL,AMS,HV,1993
7641,EGC,RTM,HV,843
7642,EIN,AGP,HV,1818
7643,EIN,ALC,HV,1535
7644,EIN,ATH,HV,2088
7645,EIN,BCN,HV,1156
7646,EIN,BLQ,HV,885
7647,EIN,CPH,HV,667
7648,EIN,FAO,HV,1918
7649,EIN,GRQ,HV,202
7650,EIN,IBZ,HV,1432
7651,EIN,INN,HV,635
7652,EIN,LIS,HV,1804
7653,EIN,LPA,HV,3137
7654,EIN,MAD,HV,1400
7655,EIN,NAP,HV,1358
7656,EIN,NCE,HV,877
7657,EIN,PMI,HV,1338
7658,EIN,RTM,HV,85
7659,EIN,TXL,HV,555
7660,EIN,VCE,HV,836
7661,EIN,VLC,HV,1405
7662,FAO,AMS,HV,1969
7663,FAO,EIN,HV,1918
7664,FAO,GRQ,HV,2115
7665,FAO,RTM,HV,1924
7666,FCO,RTM,HV,1273
7667,FNC,AMS,HV,2783
7668,FUE,ACE,HV,60
7669,FUE,AMS,HV,3066
7670,GRO,AMS,HV,1167
7671,GRO,RTM,HV,1125
7672,GRQ,FAO,HV,2115
7673,GRQ,LPA,HV,3330
7674,GRQ,MST,HV,251
7675,GRQ,PMI,HV,1536
7676,HER,AMS,HV,2480
7677,HER,GRQ,HV,2455
7678,HER,RTM,HV,2472
7679,IBZ,AMS,HV,1516
7680,IBZ,EIN,HV,1432
7681,IBZ,RTM,HV,1474
7682,INN,AMS,HV,733
7683,INN,EIN,HV,635
7684,JKH,MJT,HV,88
7685,JMK,JTR,HV,115
7686,JTR,AMS,HV,2400
7687,JTR,VOL,HV,392
7688,KGS,AMS,HV,2451
7689,KLX,AMS,HV,2164
7690,LEI,AMS,HV,1807
7691,LIS,AMS,HV,1846
7692,LIS,EIN,HV,1804
7693,LPA,ACE,HV,207
7694,LPA,AMS,HV,3182
7695,LPA,EIN,HV,3137
7696,MAD,EIN,HV,1400
7697,MAD,RTM,HV,1415
7698,MJT,AMS,HV,2230
7699,MLA,AMS,HV,1982
7700,MPL,RTM,HV,932
7701,MST,HER,HV,2326
7702,NAP,AMS,HV,1461
7703,NAP,EIN,HV,1358
7704,NCE,AMS,HV,978
7705,NCE,EIN,HV,877
7706,NCE,RTM,HV,945
7707,OLB,AMS,HV,1318
7708,OPO,AMS,HV,1594
7709,PMI,AMS,HV,1426
7710,PMI,EIN,HV,1338
7711,PMI,GRQ,HV,1536
7712,PMI,RTM,HV,1385
7713,PMO,CTA,HV,190
7714,PRG,RTM,HV,716
7715,PSA,AMS,HV,1045
7716,PVK,AMS,HV,1931
7717,RHO,AMS,HV,2540
7718,RHO,EIN,HV,2452
7719,RTM,AGP,HV,1838
7720,RTM,ALC,HV,1569
7721,RTM,BCN,HV,1198
7722,RTM,BUD,HV,1176
7723,RTM,EGC,HV,843
7724,RTM,EIN,HV,85
7725,RTM,FAO,HV,1924
7726,RTM,FCO,HV,1273
7727,RTM,GRO,HV,1125
7728,RTM,HER,HV,2472
7729,RTM,IBZ,HV,1474
7730,RTM,MAD,HV,1415
7731,RTM,MPL,HV,932
7732,RTM,NCE,HV,945
7733,RTM,PMI,HV,1385
7734,RTM,PRG,HV,716
7735,RTM,RHO,HV,2537
7736,RTM,SPU,HV,1286
7737,RTM,TLN,HV,993
7738,RTM,VIE,HV,964
7739,RTM,VLC,HV,1437
7740,SKG,AMS,HV,1904
7741,SMI,RHO,HV,176
7742,SPC,AMS,HV,3221
7743,SPU,RTM,HV,1286
7744,SUF,CTA,HV,190
7745,SVQ,AMS,HV,1852
7746,SVQ,LEI,HV,318
7747,TFS,AMS,HV,3223
7748,TFS,LPA,HV,117
7749,TLN,RTM,HV,993
7750,TRN,AMS,HV,817
7751,TXL,EIN,HV,555
7752,VCE,AMS,HV,936
7753,VCE,EIN,HV,836
7754,VIE,RTM,HV,964
7755,VLC,AMS,HV,1481
7756,VLC,EIN,HV,1405
7757,VLC,RTM,HV,1437
7758,VOL,AMS,HV,2007
7759,VRN,AMS,HV,889
7760,ZTH,AMS,HV,2045
7761,DME,IJK,I8,974
7762,IJK,DME,I8,974
7763,IJK,LED,I8,1386
7764,LED,IJK,I8,1386
7765,LIN,NAP,I9,649
7766,NAP,LIN,I9,649
7767,AAL,BCN,IB,1842
7768,ABZ,LHR,IB,647
7769,ACE,BCN,IB,1974
7770,ACE,BIO,IB,1859
7771,ACE,LGW,IB,2710
7772,ACE,MAD,IB,1574
7773,AGP,AMS,IB,1883
7774,AGP,BCN,IB,765
7775,AGP,BIO,IB,749
7776,AGP,BRU,IB,1735
7777,AGP,CPH,IB,2471
7778,AGP,CWL,IB,1639
7779,AGP,DME,IB,3793
7780,AGP,FCO,IB,1546
7781,AGP,HAJ,IB,2075
7782,AGP,HAM,IB,2191
7783,AGP,LCY,IB,1687
7784,AGP,LGW,IB,1645
7785,AGP,LPA,IB,1409
7786,AGP,LYS,IB,1284
7787,AGP,MAD,IB,429
7788,AGP,MLN,IB,208
7789,AGP,MUC,IB,1854
7790,AGP,NTE,IB,1189
7791,AGP,ORY,IB,1451
7792,AGP,OVD,IB,776
7793,AGP,PMI,IB,709
7794,AGP,SCQ,IB,768
7795,AGP,TFN,IB,1433
7796,AGP,TLS,IB,919
7797,AGP,VLC,IB,470
7798,ALC,AMS,IB,1613
7799,ALC,BCN,IB,403
7800,ALC,BIO,IB,592
7801,ALC,BRU,IB,1458
7802,ALC,CPH,IB,2164
7803,ALC,CWL,IB,1474
7804,ALC,DME,IB,3424
7805,ALC,FCO,IB,1156
7806,ALC,IBZ,IB,180
7807,ALC,LGW,IB,1430
7808,ALC,LPA,IB,1793
7809,ALC,MAD,IB,354
7810,ALC,ORY,IB,1184
7811,ALC,PMI,IB,318
7812,AMS,AGP,IB,1883
7813,AMS,ALC,IB,1613
7814,AMS,BCN,IB,1241
